Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;Naive Bayes (BoW | (1, 4));SOUTHFIELD , Mich. -- Central Corporate Credit Union will again distribute patronage dividends to members by waiving all service fees incurred during the months of July and November 2008 , to the tune of an estimated $ 1 million .;southfield mich -- central credit union distribute patronage dividend member waive service fee incur month july [DATE] tune estimate usd 1mn;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The number of bodily injury cases quadrupled in 2000-2006 .;number bodily injury case quadruple [DATE] [DATE] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .;agreement geosentric gypsii-powered hotel information reservation service visitor china popular city beijing shanghai;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .;yit lodge counter claim neste oil total eur 25mn primarily work carry contract additional cost incur due prolongation project;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .;shut [NUMBER] paper machine [NUMBER] austria well [NUMBER] label paper machine up 10months helsinki-based upm say yesterday;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Previously , it projected the figure to be slightly lower than in 2009 .;previously project figure slightly low [DATE] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 4));As a result some 20 persons will no longer be needed .;result [NUMBER] person no longer need;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .;city forssa say not pay compensation food industry hk ruokatalo atrium lye leak tap water occur [DATE] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .;government announce wednesday sell [PERCENT] stake chemical fertilizer kemira [NUMBER] 6mn usd 890mn send share price up [PERCENT];positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts .;upon completion keskuskatu form backbone pedestrianised downtown area link up city main pedestrian precinct;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The value of the three-year contract is estimated at EUR40m .;value [NUMBER] -year contract estimate eur 40mn;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .;upon unique fiber expertise innovative approach strong market position several business area operate;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Poyry has a good track record of major transportation projects in Latin America .;poyry good track record major transportation project latin america;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .;rival say qualcomm few patent [MEASUREMENT] phone early version should lower rate;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .;south african sappi become large foreign forest industry operate result acquisition m-real graphic paper business unit;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .;negotiation carry constructive manner party try find solution situation;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .;item restructuring cost eur [NUMBER] 6mn earlier eur [NUMBER] 1mn diluted eps stand eur [NUMBER] versus loss share eur [NUMBER] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .;last sysopen digia invest ibm product know-how building portal trading place system successfully implement customer solution support;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The company will use the assets for strengthening its balance sheet and financial position .;asset strengthen balance sheet financial position;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .;[DATE] [DATE] [NUMBER] electronics producer elcoteq se elqav say sign extensive cooperation agreement industrialisation manufacturing distribution after-market service mobile phone japan sharp tyo [NUMBER] .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .;consulting engineering poyry plc poy say wednesday [NUMBER] october award contract tanqia dibba fzc owner-engineer wastewater system dibba emirate fujairah uae;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .;portion usd [NUMBER] 5mn record winning prior patent dispute phone maker;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .;product portfolio comprise harvester forwarders harvester head well crane loader;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .;currently [NUMBER] similar reach stacker [NUMBER] empty container handler konecranes;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .;sale unit slump last industry hit poor snowfall major resort winter [DATE] [DATE] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .;term aforementioned funding considerably below bank current cd level market maturity range [NUMBER] [NUMBER];negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The first quarter was as expected and was in line with analysts ' forecasts .;expect line analyst forecast;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .;tinyurl link take user scamming site promising user earn thousand dollar become google nasdaq goog cash advertiser;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .;eu commission say early fin thyssenkrupp united technology corp otis schindler ag kone total [MONEY] alleged cartel activity lift market go back twelve;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .;earlier geberit rival uponor cut full-year sale growth forecast [PERCENT] [PERCENT] blame tough condition germany u well currency factor;negative;positive
Multiclass;Naive Bayes (BoW | (1, 4));Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .;high bit rate outgo traffic improve end-user experience mobile broadband service video conferencing file sharing send e-mail attachment;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .;london lead share jump almost [NUMBER] point [PERCENT] market open;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .;pharmaceutical orion ornav say wednesday [NUMBER] january conclude personnel negotiation reduce number personnel [NUMBER] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));Danske Bank is Denmark 's largest bank with 3.5 million customers .;danske bank denmark large bank [NUMBER] 5mn customer;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .;operating profit total eur [NUMBER] 4mn up operating loss eur [NUMBER] 8mn year-on-year;positive;negative
Multiclass;Naive Bayes (BoW | (1, 4));In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .;beginning wartsila secure order deliver 4gas-fuelled main engine propulsion machinery vessel;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));W+�rtsil+� 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .;w rtsil solution select low fuel consumption environmentally sound technology global service support;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .;yit say acquisition strategy expansion central eastern european market;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));All are welcome .;welcome;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 4));At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .;press conference lattelecom board chairman nils melngailis explain blackstone choose experience sector well financial strength;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .;schmardin nordea likely try win customer over pension fund provider;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 4));The poorest index figure was given to Finnish power company Fortum , 4.5 .;poor index figure give power fortum [NUMBER] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 4));At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .;time delight fact able accomplish organization team member;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The most loyal customers were found in the Bank of +�land , with an index of 8.0 .;loyal customer find bank land index [NUMBER] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .;rautaruukki stock exchange release [DATE] [DATE] [NUMBER] [NUMBER] noon ruukki construction engineering division improve adjust operation;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));According to Saarioinen 's Managing Director Ilkka M+�kel+� , the food industry sector has a significant excess of production machinery .;saarioinen manage director ilkka kel food industry sector significant excess production machinery;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The company will also be compensated for acting as a reserve batch plant .;compensate act reserve batch plant;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .;extension new contract [NUMBER] engines plant produce over 100mw say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .;pulp paper machinery maker vaahto swung [MONEY] usd [NUMBER] 4mn net profit fiscal [DATE] [DATE] [DATE] [DATE] [NUMBER] [MONEY] usd [NUMBER] net loss fiscal [DATE] [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .;consumer product manufacturer fiskars corp open distribution warehouse center southaven create [NUMBER] job;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .;pretax profit jump eur [NUMBER] 9mn eur [NUMBER] 1mn;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .;raw material price surge past fuel rapid industrialization china india develop nation;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));This is Done Logistics ' largest order in Norway , the diversified group said .;logistics large order norway diversified say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .;relation city far damage comment mr ashley criticise city investor analyst cry baby;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));A profit is still on target .;profit still target;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .;return flight stuttgart every morning well even departure thursday friday sunday;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .;newly form yit stavo local contact network expertise market know eur stavokonsult combine yit housing concept say juha kostiainen yit vice president communication business development;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));+�lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +�lo P+�rnits , chairman of the supervisory board of +�lemiste City and Mainor .;lemiste city environment knowledge-based economy work [NUMBER] people total turnover amount eek [NUMBER] 4bn say lo p rnits chairman supervisory board lemiste city mainor;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .;tectia tec1v provider real-time security solution announce appoint lan2lan provider service uk distribute data security manage file transfer software;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .;construction yit reduce number start-ups market-financed residential unit [DATE] [NUMBER] previously announce [NUMBER] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .;previously conclude adaptation measure concern staff adequate time planning operation continue plant say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .;addition fireplace export demand line stone e ed level early continue clearly brisker remainder;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .;frost sell share usd 19mn usd [NUMBER] [NUMBER] share compare friday high usd [NUMBER] low usd [NUMBER] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .;service firm tietoenator buck general trend hold flat [MONEY] slip back early gain;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .;dolce gabbana ask european union declare marimekko unikko floral pattern trademark invalid continue dispute [NUMBER];negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));It is a disappointment to see the plan folded .;disappointment see plan fold;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .;among industrial stock metso add [PERCENT] [MONEY] wartsila b down [PERCENT] [MONEY] rautaruukki k [PERCENT] low [MONEY];neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));He believes that the soy-oats have a good chance of entering the UK market .;believe soy-oats good chance enter uk market;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The air traffic of Finland has been in stoppage since then .;air traffic stoppage since;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .;jens schulte-bockum vodafone global director terminal say expect sell [NUMBER] 2mn vodafone [NUMBER] 225models launch potentially ten million over lifetime device;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .;[DATE] [DATE] [NUMBER] digia dig1v announce agreement mobile-phone major nok1v acquire commercial licensing service business relate qt technology;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .;margarine business put good shape last [NUMBER] make natural addition bunge look leverage position central northern european market raisio ceo matti rihko say statement;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .;estimate trend demand sport equipment steady [DATE] amer report say;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .;[DATE] [DATE] [NUMBER] leakage gypsum pond detect talvivaara mine;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .;operating profit total eur [NUMBER] 8mn up loss eur [NUMBER] 7mn fourth [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .;thanks internet consumer compare product more previously not competitive;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));When this investment is in place , Atria plans to expand into the Moscow market .;investment place atrium plan expand moscow market;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The goal is significant expansion in Finland and in the northern Baltic region .;goal significant expansion northern baltic region;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .;decision sell share lenenergo reach line fortum strategic plan invest mainly generate asset russia lenenergo grid press release say;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .;metric qpr scorecard support date text milestone-based value improve support manage project around performance process-related content;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Her present position is the director of Stockmann 's international department stores .;present position director stockmann international department store;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .;chief executive officer olli-pekka kallasvuo change tuesday mark third time 9months reshuffle executive operation lose ground apple iphone rim blackberry;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .;cencorp headquarter virkkala develops supply automation solution electronics semiconductor industry enhance productivity;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .;q1201018 [DATE] electrical component maker salcomp sal1v say turn net profit eur [NUMBER] 6mn [DATE] versus loss eur 2mn corresponding last;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .;niina nenonen marimekko current director clothing bag accessory line take up role;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .;tieto offer aktia good foundation required support service implement update project say juha volotinen responsible aktia web service;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .;city cu welcome dart member dallas-city cu welcome member dart fcu merge city cu;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .;make matter more difficult say grapple high oil gas price push up cost energy raw material transportation;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .;aldata solution sign contract supply gold system [NUMBER] french retail chain;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));As a domestic business , Best-In is already close to Finnish dog owners .;domestic business best-in already close dog owner;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .;strike finnair estimate incur net loss eur 2mn eur [NUMBER] 5mn day;negative;positive
Multiclass;FFNN (TF-IDF | (1, 3));Uponor improved its performance in spite of the decrease in residential construction in the US .;uponor improve performance spite decrease residential construction u;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .;danish flsmidth acknowledge violate patent hold metso;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .;transaction herttaassa hold alma medium fall below flagging limit [PERCENT];neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .;strand associate expand madison headquarters space add [NUMBER] employee engineering firm;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .;key shareholder service provider tietoenator friday reject hostile eur [MONEY] [NUMBER] 67bn offer buyout shop nordic capital give new life possible counter offer blackstone lp norwegian telecom telenor asa;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));All other charges were dismissed .;charge dismiss;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 3));In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .;fourth [DATE] orion net profit go up [PERCENT] year-on-year eur 33mn;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .;last week metal technology announce plan sell more [PERCENT] technology unit strategic goal become world large stainless steel maker;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));"Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .";ramirent make 18mn kroon eur [NUMBER] 15mn loss last [NUMBER] 3mn kroon black;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .;satama earn data management solution competency business intelligence specialization recentlyvia acquisition fimentor;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .;kesko food ltd press release [NUMBER] . [DATE] [NUMBER] 00kesko food ltd launch major tv campaign recruit many [NUMBER] hundred new k-food retailer;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .;report operating loss eur [NUMBER] 1mn net sale eur [NUMBER] 5mn [DATE] .;negative;positive
Multiclass;FFNN (TF-IDF | (1, 3));The Russian government will contribute 20 % of the necessary funds , he said .;russian government contribute [PERCENT] necessary fund say;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));`` These patronage refunds reward members that use the fee-based services that make a positive contribution to CenCorp 's operating results , '' said Bill Walby , CenCorp CEO .;patronage refund reward member fee-based service make positive contribution cencorp operating result say bill walby cencorp ceo;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years .;mr priit kasak balti metsamasina owner say rakvere-based wish increase valmet market share [PERCENT] third couple;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .;sale lead pretax capital gain eur 22mn [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));The subdivision made sales revenues last year of EUR 480.7 million EUR 414.9 million in 2008 , and operating profits of EUR 44.5 million EUR 7.4 million .;subdivision make sale revenue last eur [MONEY] [NUMBER] 9mn [DATE] operate profit eur [MONEY] [NUMBER] 4mn;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .;oil join rspo commits fully sustainable sourcing feedstock production nexbtl biodiesel say;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .;seminar introduce modern clean technology product financial tool sponsorship program energy environment project well potential develop clean energy vietnam;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .;kesko stock exchange release [NUMBER] . [DATE] [NUMBER] [NUMBER] kesko aspo plc sign agreement aspo acquire share capital kauko-telko ltd subsidiary wholly kesko;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Vaahto , which has entered the deal via its subsidiary Vaahto Pulp & Paper Machinery , will supply two of the units in the end of 2010 , while the remaining ones are expected for delivery in the beginning of 2011 .;vaahto enter deal via subsidiary vaahto pulp paper machinery supply [NUMBER] unit [DATE] remain one expect delivery beginning [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .;course talk come up new project involve material handling konecranes president ceo pekka lundmark say ask whether talk reliance industry supply equipment upcoming refinery jamnagar;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 3));Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .;salo [DATE] [DATE] [NUMBER] benefon announce plan strengthen in-house technology platform license complete mobile software platform opna long-standing technology partner pollex;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+�nsi-Kalkkuna to produce turkey meat .;food industry hk ruokatalo atrium form joint venture call l nsi-kalkkuna produce turkey meat;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 3));Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .;metsaliitto however narrow net loss second [DATE] [MONEY] usd [NUMBER] 9mn [MONEY] usd [NUMBER] 7mn ago;positive;negative
Multiclass;FFNN (TF-IDF | (1, 3));In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .;sweden gallerix accumulate eur denominate sale down [PERCENT] eur denominate sale up [PERCENT];neutral;negative
