Task_Setting;Pipeline_Configuration;Original_Sentence;Preprocessed_Text;True_Label;Predicted_Label
Multiclass;Naive Bayes (BoW | (1, 3));However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .;however , simdax remain available market already approve marketing authorisation submit application more [NUMBER] country , orion add .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .;continue operation turn operating loss [MONEY] , slight improvement loss [MONEY] earlier .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));` This order is included in Wartsila 's order book in the second quarter , ' the company added .;` order wartsila order book second , add .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));The company said that the fall in turnover had been planned .;say fall turnover plan .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));In addition , a good biological durability is achieved . '';addition , good biological durability achieve .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .;newly create position establish strengthen amer sport management strategic planning execution .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The business area 's net sales were slightly over 2m in 2006 .;business area net sale slightly over [MEASUREMENT] [DATE] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .;rapala vmc stock exchange release [DATE] [DATE] [NUMBER] [NUMBER] kaupthing bank ( `` kapthing ) inform rapala vmc ( `` rapala ) interrupt liquidity rapala share time .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .;`` considerably weak u.s. dollar british pound impact sale average price eur , upm say .;negative;positive
Multiclass;Naive Bayes (BoW | (1, 3));Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .;dirk jones , head financial institution client sale management , gts , citigroup , inc , say , ` citi extremely pleased global custody service pohjola bank .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .;[DATE] , net profit [MONEY] pay dividend [MONEY] apiece .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .;pharmaceutical orion : ornav say wednesday [NUMBER] january conclude personnel negotiation reduce number personnel [NUMBER] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .;rival say qualcomm few patent [MEASUREMENT] phone early version should lower rate .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .;transaction , alma medium raise stake talentum [PERCENT] share [PERCENT] vote right .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .;supplier bss-oss va telecom operator , tecnotree , receive expansion order worth total [MONEY] convergent charging next generation message solution latin america , announce without specify operator place order .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));And Ogden reportedly will shell out $ 4.2 million .;ogden reportedly shell [MONEY] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .;more staff recruit japan far complement network close [NUMBER] service location more [NUMBER] country worldwide .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));One attractive factor about the tablets for media companies is that they provide a new way of making money .;[NUMBER] attractive factor tablet medium new way make money .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .;ssh communication security corp stock exchange release [DATE] [DATE] [NUMBER] [TIME] update full outlook estimate result remain loss full .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .;enhance gprs capability exist [NUMBER] idea telecom service area add 10more service area network .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . '';medium advisory , ntsb say subsequent testing , `` train detection system intermittently fail .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m .;talvivaara mining co : tlv1v say thursday pick bofa merrill lynch jpmorgan nyse : jpm joint bookrunners planned issue convertible note worth up [MONEY] [MONEY] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));The increase range will vary up to 10 % .;increase range vary up [PERCENT] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Beef imports fell slightly from 2006 , to 14mn kilos .;beef import fell slightly [DATE] , 14mn kilo .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .;tinyurl link take user scamming site promising user earn thousand dollar become google ( nasdaq : goog ) cash advertiser .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .;assa abloy kaupthing bank give ` neutral recommendation share price target [NUMBER] crown [MONEY] [MONEY] swedish lock maker assa abloy ab .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));The purchase sum is about EUR 10mn US$ 12.97 mn .;purchase sum [MONEY] [MONEY] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .;afx kesko corp expect report low second eps due tax charge , but earnings line see higher year-on-year , analyst say .;negative;positive
Multiclass;Naive Bayes (BoW | (1, 3));The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .;share sale , foreign investor , expect raise [MONEY] ( [MONEY] ) .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .;votorantim celulose e papel ( vcp ) votorantim , major brazilian conglomerate .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .;flexible packaging manufacturer suominen report net sale [MONEY] [DATE] , compare [MONEY] earlier .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .;kesko stock exchange release [NUMBER] . [DATE] [NUMBER] ( [NUMBER] ) kesko aspo plc sign agreement aspo acquire share capital kauko-telko ltd , subsidiary wholly kesko .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .;sysopen digia sign agreement main shareholder sentera hold total [PERCENT] share capital vote sentera .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .;abb deutsche bank upgrade recommendation swiss-swedish engineering abb ltd. ` buy ` hold .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .;dolce & gabbana ask european union declare marimekko `` unikko floral pattern trademark invalid , continue dispute [NUMBER] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .;elcoteq elcoteq se lead electronics manufacturing service ( em ) communication technology field .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .;finnair expands : finnair plan add more flight route hong kong , india russia .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .;order follow-on [MONEY] ( [MONEY] ) deal make [DATE] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .;south african sappi become large foreign forest industry operate result acquisition m-real graphic paper business unit .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The poorest index figure was given to Finnish power company Fortum , 4.5 .;poor index figure give power fortum , [NUMBER] .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .;juha jordan , chief engineer glaston , say [NUMBER] reason choose vacon global ac drive supplier service support centre country glaston operate .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .;memorandum understand mou party collaborate preparing implement joint project field combined power heat generation , environmental protection energy efficient technology .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .;boomerang boat net sale [MONEY] make operating profit [MONEY] [DATE] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .;rinkuskiai beer sale fell [PERCENT] [NUMBER] 16mn litre , kauno alus beer sale jump [PERCENT] [NUMBER] 48mn litre .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .;efore result last show even faster improvement manage well source component .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The estimated annual value of the frame agreement is about EUR 50mn .;estimate annual value frame agreement [MONEY] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Finnish construction group Lemmink+�inen has been awarded two road building contracts by the Lithuanian transport administration .;construction lemmink+ inen award [NUMBER] road building contract lithuanian transport administration .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .;service firm tietoenator buck general trend , hold flat [MONEY] , slip back early gain .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .;pretax profit jump [MONEY] [MONEY] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .;master mayawas jointly develop siemens network ufa fremantlemedia , actively advertise maxi [DATE] .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));This is a much better process than using virgin paper as it requires less transportation of wood pulp from places like Finland and Canada .;much good process virgin paper require less transportation wood pulp place like canada .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));In 2007 , the Group 's net sales stood at EUR 22 million and it had about 150 employees at the end of June , 2008 .;[DATE] , net sale stand [MONEY] [NUMBER] employee june , [DATE] .;neutral;negative
Multiclass;Naive Bayes (BoW | (1, 3));At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .;review , nordic aluminium order book stand [MONEY] compare [MONEY] [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));The company also expects to sell its products in other Russian region .;expect sell product russian region .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .;`` marimekko aim expand distribution network primarily increase number concept store shop-in-shops .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));It is being developed by Symbian , the software licensing consortium led by Nokia .;develop symbian , software license consortium lead .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .;operating profit [NUMBER] -month increase [MONEY] net sale increase [MONEY] , compare corresponding [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .;tightened competition situation production automation market affect net sale [DATE] , cencorp say .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .;anticipate turnover whole [DATE] surpass previous [MONEY] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));They are also upset that some of the machinery and work is taken over to Poland .;upset machinery work take over poland .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .;investment panostaja say net profit go up [MONEY] [MONEY] fiscal [DATE] [DATE] , [DATE] [DATE] [NUMBER] , [MONEY] [MONEY] fiscal [DATE] [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .;teleste bk optiflex amplifier product ongoing capacity upgrade kdg network bi-directionality .;neutral;positive
Multiclass;Naive Bayes (BoW | (1, 3));Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .;finland-based elcoteq se , privately hold provider electronics manufacture service communication , say thursday sign long-term manufacturing supply deal communication equipment andrew corp. .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));As a result some 20 persons will no longer be needed .;result [NUMBER] person no longer need .;negative;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .;pre-tax loss total [MONEY] , compare loss [MONEY] [DATE] .;positive;negative
Multiclass;Naive Bayes (BoW | (1, 3));Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .;tallink claim watertight door vana tallinn regina baltica , electrical system , fully work order .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));The diesel margin has remained high .;diesel margin remain high .;positive;neutral
Multiclass;Naive Bayes (BoW | (1, 3));Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .;operating profit exclude non-recurring item increase [PERCENT] [MONEY] [MONEY] corresponding [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));The number of bodily injury cases quadrupled in 2000-2006 .;number bodily injury case quadruple [DATE] [DATE] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .;`` delight announce support intel handheld platform , capability make development easy faster .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH .;vaisala press release [DATE] [DATE] [NUMBER] vaisala sign contract sell oxygen measurement technology business sick maihak gmbh .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .;basis competitive bidding ooo kitai stroi , russian subsidiary china state construction engineering , construction china state , select main constructor .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .;currently employ [NUMBER] people expect headcount reach [NUMBER] [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .;eurochem cfo andrey ilyin say : `` facility mark another important step eurochem secure long-term financing necessary potash strategic project .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .;report operating loss [MONEY] net sale [MONEY] [DATE] .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .;raute post net profit [MONEY] [MONEY] third [DATE] , compare net loss [MONEY] [MONEY] corresponding [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));South America and Asia are other promising markets .;south america asia promise market .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .;turun kaupunkin , award contract lemminkainen talotekniikka electrical installation work .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .;vaisala say expect net sale [MONEY] [DATE] , compare [MONEY] record [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .;olvi manage director lasse aho , ongoing mmx plus project aim find growth outside .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The Court 's decision will also promote genuine competition in services;court decision promote genuine competition service;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));The price of GMO soy is 5 % -7 % lower than that of non-GMO .;price gmo soy [NUMBER] [PERCENT] low non-gmo .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));`` The Government has had a very professional approach in assessing the offer .;`` government professional approach assess offer .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .;luxembourg-registered investment fund amber trust ii win final approval lithuania competition council acquire [PERCENT] sanitas , country large pharmaceutical producer .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .;[DATE] , emphasis kyro strategy glaston growth .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The group will expand the chain to include 45 stores .;expand chain [NUMBER] store .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .;energy fortum say [DATE] [DATE] [NUMBER] grant environmental permit build biofuel-fired combined heat power chp plant vartan harbor eastern stockholm .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Cargotec 's share capital after the increase totals 64,046,460 euros .;cargotec share capital increase total [MONEY] .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .;[NUMBER] [DATE] steel maker rautaruukki : rtrks , ruukki , say turn net profit [MONEY] second [DATE] net loss [MONEY] corresponding last .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .;[NUMBER] partner develop raiso cholesterol lower brand , benecol .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .;vauramo , plant lifting equipment suitable asian chinese truck .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .;continuous need alloy nickel , ferro-chrome , molybdenum manganese production , say talvivaara .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .;divestment raisio margarine business [DATE] :05gave clearer focus grain-based product .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .;sweden , gallerix accumulate eur denominate sale down [PERCENT] eur denominate sale up [PERCENT] .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .;svyturys-utenos alus , control nordic baltic beverage hold ( bbh ) , post [NUMBER] -per-cent growth beer sale january-may [NUMBER] 22mn litre .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .;earnings share high [NUMBER] [NUMBER] ahead market consensus [MONEY] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .;board director propose dividend [MONEY] share [DATE] , up [MONEY] share pay [DATE] .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));GSK announced in November 2008 that it would close its operations in Dartford .;gsk announce [DATE] close operation dartford .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));In beers , Olvi retained its market position .;beer , olvi retain market position .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));The original name Componenta +�m+�l , as a subsidiary of the Finnish Componenta Group , has been changed to +�m+�l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .;original name componenta + m+ l , subsidiary componenta , change + m+ l component see [PERCENT] growth q12010 , comparison q12009.;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));Stora Enso Oyj , the largest papermaker , in October said it would close four mills .;stora enso , large papermaker , october say close 4mills .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .;apartment yit home may purchase [NUMBER] region russia , yit subsidiary carry activity : moscow moscow region , st. petersburg , ekaterinburg , kazan rostov-on-don .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .;[NUMBER] -month sale ragutis , control brewery olvi , decline [PERCENT] , [NUMBER] 41mn liter , hold [PERCENT] market .;negative;positive
Multiclass;FFNN (TF-IDF | (1, 2));For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .;teleste , acquisition mark entry service business market long establish significant supplier product .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .;aspo strong brand esl shipping , leipurin , telko kaukomarkkinat aim market leader sector .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .;danske bank a-s danske dc jump [PERCENT] [NUMBER] 4kroner , rebound yesterday [PERCENT] slide .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .;india high priority since business link [NUMBER] country expand , tornstrom say .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .;`` qpr [NUMBER] integrate management system fast , easy efficient way organization around world take control human-centric business process .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .;[DATE] [DATE] [NUMBER] medium sanoma : saa1v say yesterday [DATE] net profit almost triple [MONEY] [MONEY] [DATE] announce proposal raise payout .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .;danish flsmidth acknowledge violate patent hold metso .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .;cdli highlight comprehensive response carbon disclosure project cdp information request .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .;government exempt certain stainless steel product anti-dumping duty , finland-based outokumpu say look enter supply pact indian railway soon .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));Gearing was 43 % compared to 67 % in 2004 .;gearing [PERCENT] compare [PERCENT] [DATE] .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .;self-service automation big role fujitsu global resource exploit effectively .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .;sale down [PERCENT] up [PERCENT] abroad sale lift strong growth sale russia lithuania .;neutral;positive
Multiclass;FFNN (TF-IDF | (1, 2));mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .;mn , pretax profit [MONEY] [MONEY] third [DATE] .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .;loss tax amount [MONEY] compare loss [NUMBER] 6mn .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));`` They 've already allocated money for the inventory .;`` already allocate money inventory .;neutral;negative
Multiclass;FFNN (TF-IDF | (1, 2));By cutting the number of plants , the group will trim fixed costs .;cut number plant , trim fixed cost .;positive;negative
Multiclass;FFNN (TF-IDF | (1, 2));Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .;svyturys-utenos alus , control nordic baltic beverage hold ( bbh ) , post [PERCENT] growth beer sale [DATE] [NUMBER] 99mn liter .;positive;neutral
Multiclass;FFNN (TF-IDF | (1, 2));The air traffic of Finland has been in stoppage since then .;air traffic stoppage since .;negative;neutral
Multiclass;FFNN (TF-IDF | (1, 2));A CUT ABOVE Bring the outdoors in with these birch-branch coasters .;cut bring outdoors birch-branch coaster .;neutral;negative
